ID,word,synonym word
SY0552,අධ්‍යයනය,අධ්‍යාපනය
SY0553,අධ්‍යයනය,පර්යේෂණය
SY0554,ඇගයීම,විශ්ලේෂණය
SY0555,ඇගයීම,විමර්ශනය
SY0556,අගය කිරීම,ඇගයීම
SY0557,නිගමනය,නිෂ්කර්ෂය
SY0558,නිගමනය,අවසාන තීරණය
SY0559,නිර්දේශය,යෝජනාව
SY0560,නිර්දේශය,උපදෙස්
SY0561,සාකච්ඡාව,සංවාදය
SY0562,සාකච්ඡාව,විවාදය
SY0563,විශ්ලේෂණය,විමර්ශනය
SY0564,විශ්ලේෂණය,විචාරය
SY0565,දත්ත,තොරතුරු
SY0566,දත්ත,විස්තර
SY0567,ප්‍රතිඵල,නිමාව
SY0568,ප්‍රතිඵල,අවසාන තත්ත්වය
SY0569,පරිකල්පනය,උපකල්පනය
SY0570,උපකල්පනය,සංකල්පය
SY0571,අරමුණ,ඉලක්කය
SY0572,අරමුණ,පරමාර්ථය
SY0573,උපදෙස්,අනුශාසනය
SY0574,උපදෙස්,මගපෙන්වීම
SY0575,ප්‍රවේශය,ක්‍රමවේදය
SY0576,ප්‍රවේශය,ක්‍රමය
SY0577,ක්‍රමවේදය,ක්‍රියාමාර්ගය
SY0578,පර්යේෂකයා,අධ්‍යයනකරුවා
SY0579,පර්යේෂකයා,විද්‍යාඥයා
SY0580,ආකෘතිය,මාදිලිය
SY0581,ආකෘතිය,සැලැස්ම
SY0582,වාර්තාව,ලේඛනය
SY0583,වාර්තාව,විස්තරය
SY0584,ආශ්‍රිතය,සම්බන්ධිතය
SY0585,අවධාරණය,අවධානය
SY0586,සාරාංශය,කෙටි විස්තරය
SY0587,හැඳින්වීම,පුරෝකථනය
SY0588,අදහස,සංකල්පය
SY0589,අදහස,මතය
SY0590,අර්ථදැක්වීම,විවරණය
SY0591,ඉදිරිපත් කිරීම,නිරූපණය
SY0592,ප්‍රකාශනය,නිෂ්පාදනය
SY0593,ප්‍රකාශනය,ප්‍රචාරය
SY0594,සංවාදය,විවාදය
SY0595,අදාලය,සම්බන්ධිතය
SY0596,අවශ්‍යතාවය,අවශ්‍යකම
SY0597,ආරම්භය,පටන්ගැන්ම
SY0598,සංග්‍රහය,එකතුව
SY0599,ඇතුළත් කිරීම,එකතු කිරීම
SY0600,ආශ්‍රය,සම්බන්ධතාවය
SY0601,තර්කය,සාධකය
SY0602,විචාරය,විශ්ලේෂණය
SY0603,විද්‍යාව,විද්‍යාත්මක දැනුම
SY0604,උදාහරණය,මූදර්ශනය
SY0605,විවරණය,විස්තරය
SY0606,අවධානය,යොමු කිරීම
SY0607,අභිප්‍රේරණය,ප්‍රේරණය
SY0608,ආකල්පය,අදහස
SY0609,නියමය,පනත
SY0610,ආධාරය,සහාය
SY0611,උත්සාහය,ව්‍යාපෘතිය
SY0612,ප්‍රතිපත්ති,මාර්ගෝපදේශ
SY0613,අනුමානය,පරිකල්පනය
SY0614,ආකෘතිකරණය,නිර්මාණය
SY0615,පර්යේෂණය,අධ්‍යයනය
SY0616,පර්යේෂණය,විද්‍යාත්මක අධ්‍යයනය
SY0617,පර්යේෂණය,විමර්ශනය
SY0618,අධ්‍යයනය,අධ්‍යාපනය
SY0619,අධ්‍යයනය,පර්යේෂණය
SY0620,ඇගයීම,විශ්ලේෂණය
SY0621,ඇගයීම,විමර්ශනය
SY0622,අගය කිරීම,ඇගයීම
SY0623,නිගමනය,නිෂ්කර්ෂය
SY0624,නිගමනය,අවසාන තීරණය
SY0625,නිර්දේශය,යෝජනාව
SY0626,නිර්දේශය,උපදෙස්
SY0627,සාකච්ඡාව,සංවාදය
SY0628,සාකච්ඡාව,විවාදය
SY0629,විශ්ලේෂණය,විමර්ශනය
SY0630,විශ්ලේෂණය,විචාරය
SY0631,දත්ත,තොරතුරු
SY0632,දත්ත,විස්තර
SY0633,ප්‍රතිඵල,නිමාව
SY0634,ප්‍රතිඵල,අවසාන තත්ත්වය
SY0635,පරිකල්පනය,උපකල්පනය
SY0636,උපකල්පනය,සංකල්පය
SY0637,අරමුණ,ඉලක්කය
SY0638,අරමුණ,පරමාර්ථය
SY0639,උපදෙස්,අනුශාසනය
SY0640,උපදෙස්,මගපෙන්වීම
SY0641,ප්‍රවේශය,ක්‍රමවේදය
SY0642,ප්‍රවේශය,ක්‍රමය
SY0643,ක්‍රමවේදය,ක්‍රියාමාර්ගය
SY0644,පර්යේෂකයා,අධ්‍යයනකරුවා
SY0645,පර්යේෂකයා,විද්‍යාඥයා
SY0646,ආකෘතිය,මාදිලිය
SY0647,ආකෘතිය,සැලැස්ම
SY0648,වාර්තාව,ලේඛනය
SY0649,වාර්තාව,විස්තරය
SY0650,ආශ්‍රිතය,සම්බන්ධිතය
SY0651,අවධාරණය,අවධානය
SY0652,සාරාංශය,කෙටි විස්තරය
SY0653,හැඳින්වීම,පුරෝකථනය
SY0654,අදහස,සංකල්පය
SY0655,අදහස,මතය
SY0656,අර්ථදැක්වීම,විවරණය
SY0657,ඉදිරිපත් කිරීම,නිරූපණය
SY0658,ප්‍රකාශනය,නිෂ්පාදනය
SY0659,ප්‍රකාශනය,ප්‍රචාරය
SY0660,සංවාදය,විවාදය
SY0661,අදාලය,සම්බන්ධිතය
SY0662,අවශ්‍යතාවය,අවශ්‍යකම
SY0663,ආරම්භය,පටන්ගැන්ම
SY0664,සංග්‍රහය,එකතුව
SY0665,ඇතුළත් කිරීම,එකතු කිරීම
SY0666,ආශ්‍රය,සම්බන්ධතාවය
SY0667,තර්කය,සාධකය
SY0668,විචාරය,විශ්ලේෂණය
SY0669,විද්‍යාව,විද්‍යාත්මක දැනුම
SY0670,උදාහරණය,මූදර්ශනය
SY0671,විවරණය,විස්තරය
SY0672,අවධානය,යොමු කිරීම
SY0673,අභිප්‍රේරණය,ප්‍රේරණය
SY0674,ආකල්පය,අදහස
SY0675,නියමය,පනත
SY0676,ආධාරය,සහාය
SY0677,උත්සාහය,ව්‍යාපෘතිය
SY0678,ප්‍රතිපත්ති,මාර්ගෝපදේශ
SY0679,අනුමානය,පරිකල්පනය
SY0680,ආකෘතිකරණය,නිර්මාණය
SY0681,පර්යේෂණය,අධ්‍යයනය
SY0682,පර්යේෂණය,විද්‍යාත්මක අධ්‍යයනය
SY0683,පර්යේෂණය,විමර්ශනය
SY0684,අධ්‍යයනය,අධ්‍යාපනය
SY0685,අධ්‍යයනය,පර්යේෂණය
SY0686,ඇගයීම,විශ්ලේෂණය
SY0687,ඇගයීම,විමර්ශනය
SY0688,අගය කිරීම,ඇගයීම
SY0689,නිගමනය,නිෂ්කර්ෂය
SY0690,නිගමනය,අවසාන තීරණය
SY0691,නිර්දේශය,යෝජනාව
SY0692,නිර්දේශය,උපදෙස්
SY0693,සාකච්ඡාව,සංවාදය
SY0694,සාකච්ඡාව,විවාදය
SY0695,විශ්ලේෂණය,විමර්ශනය
SY0696,විශ්ලේෂණය,විචාරය
SY0697,දත්ත,තොරතුරු
SY0698,දත්ත,විස්තර
SY0699,ප්‍රතිඵල,නිමාව
SY0700,ප්‍රතිඵල,අවසාන තත්ත්වය
SY0701,පරිකල්පනය,උපකල්පනය
SY0702,උපකල්පනය,සංකල්පය
SY0703,අරමුණ,ඉලක්කය
SY0704,අරමුණ,පරමාර්ථය
SY0705,උපදෙස්,අනුශාසනය
SY0706,උපදෙස්,මගපෙන්වීම
SY0707,ප්‍රවේශය,ක්‍රමවේදය
SY0708,ප්‍රවේශය,ක්‍රමය
SY0709,ක්‍රමවේදය,ක්‍රියාමාර්ගය
SY0710,පර්යේෂකයා,අධ්‍යයනකරුවා
SY0711,පර්යේෂකයා,විද්‍යාඥයා
SY0712,ආකෘතිය,මාදිලිය
SY0713,ආකෘතිය,සැලැස්ම
SY0714,වාර්තාව,ලේඛනය
SY0715,වාර්තාව,විස්තරය
SY0716,ආශ්‍රිතය,සම්බන්ධිතය
SY0717,අවධාරණය,අවධානය
SY0718,සාරාංශය,කෙටි විස්තරය
SY0719,හැඳින්වීම,පුරෝකථනය
SY0720,අදහස,සංකල්පය
SY0721,අදහස,මතය
SY0722,අර්ථදැක්වීම,විවරණය
SY0723,ඉදිරිපත් කිරීම,නිරූපණය
SY0724,ප්‍රකාශනය,නිෂ්පාදනය
SY0725,ප්‍රකාශනය,ප්‍රචාරය
SY0726,සංවාදය,විවාදය
SY0727,අදාලය,සම්බන්ධිතය
SY0728,අවශ්‍යතාවය,අවශ්‍යකම
SY0729,ආරම්භය,පටන්ගැන්ම
SY0730,සංග්‍රහය,එකතුව
SY0731,ඇතුළත් කිරීම,එකතු කිරීම
SY0732,ආශ්‍රය,සම්බන්ධතාවය
SY0733,තර්කය,සාධකය
SY0734,විචාරය,විශ්ලේෂණය
SY0735,විද්‍යාව,විද්‍යාත්මක දැනුම
SY0736,උදාහරණය,මූදර්ශනය
SY0737,විවරණය,විස්තරය
SY0738,අවධානය,යොමු කිරීම
SY0739,අභිප්‍රේරණය,ප්‍රේරණය
SY0740,ආකල්පය,අදහස
SY0741,නියමය,පනත
SY0742,ආධාරය,සහාය
SY0743,උත්සාහය,ව්‍යාපෘතිය
SY0744,ප්‍රතිපත්ති,මාර්ගෝපදේශ
SY0745,අනුමානය,පරිකල්පනය
SY0746,ආකෘතිකරණය,නිර්මාණය
SY0747,පර්යේෂණය,අධ්‍යයනය
SY0748,පර්යේෂණය,විද්‍යාත්මක අධ්‍යයනය
SY0749,පර්යේෂණය,විමර්ශනය
SY0750,අධ්‍යයනය,අධ්‍යාපනය
SY0751,අධ්‍යයනය,පර්යේෂණය
SY0752,ඇගයීම,විශ්ලේෂණය
SY0753,ඇගයීම,විමර්ශනය
SY0754,අගය කිරීම,ඇගයීම
SY0755,නිගමනය,නිෂ්කර්ෂය
SY0756,නිගමනය,අවසාන තීරණය
SY0757,නිර්දේශය,යෝජනාව
SY0758,නිර්දේශය,උපදෙස්
SY0759,සාකච්ඡාව,සංවාදය
SY0760,සාකච්ඡාව,විවාදය
SY0761,විශ්ලේෂණය,විමර්ශනය
SY0762,විශ්ලේෂණය,විචාරය
SY0763,දත්ත,තොරතුරු
SY0764,දත්ත,විස්තර
SY0765,ප්‍රතිඵල,නිමාව
SY0766,ප්‍රතිඵල,අවසාන තත්ත්වය
SY0767,පරිකල්පනය,උපකල්පනය
SY0768,උපකල්පනය,සංකල්පය
SY0769,අරමුණ,ඉලක්කය
SY0770,අරමුණ,පරමාර්ථය
SY0771,උපදෙස්,අනුශාසනය
SY0772,උපදෙස්,මගපෙන්වීම
SY0773,ප්‍රවේශය,ක්‍රමවේදය
SY0774,ප්‍රවේශය,ක්‍රමය
SY0775,ක්‍රමවේදය,ක්‍රියාමාර්ගය
SY0776,පර්යේෂකයා,අධ්‍යයනකරුවා
SY0777,පර්යේෂකයා,විද්‍යාඥයා
SY0778,ආකෘතිය,මාදිලිය
SY0779,ආකෘතිය,සැලැස්ම
SY0780,වාර්තාව,ලේඛනය
SY0781,වාර්තාව,විස්තරය
SY0782,ආශ්‍රිතය,සම්බන්ධිතය
SY0783,අවධාරණය,අවධානය
SY0784,සාරාංශය,කෙටි විස්තරය
SY0785,හැඳින්වීම,පුරෝකථනය
SY0786,අදහස,සංකල්පය
SY0787,අදහස,මතය
SY0788,අර්ථදැක්වීම,විවරණය
SY0789,ඉදිරිපත් කිරීම,නිරූපණය
SY0790,ප්‍රකාශනය,නිෂ්පාදනය
SY0791,ප්‍රකාශනය,ප්‍රචාරය
SY0792,සංවාදය,විවාදය
SY0793,අදාලය,සම්බන්ධිතය
SY0794,අවශ්‍යතාවය,අවශ්‍යකම
SY0795,ආරම්භය,පටන්ගැන්ම
SY0796,සංග්‍රහය,එකතුව
SY0797,ඇතුළත් කිරීම,එකතු කිරීම
SY0798,ආශ්‍රය,සම්බන්ධතාවය
SY0799,තර්කය,සාධකය
SY0800,විචාරය,විශ්ලේෂණය
SY0801,විද්‍යාව,විද්‍යාත්මක දැනුම
SY0802,උදාහරණය,මූදර්ශනය
SY0803,විවරණය,විස්තරය
SY0804,අවධානය,යොමු කිරීම
SY0805,අභිප්‍රේරණය,ප්‍රේරණය
SY0806,ආකල්පය,අදහස
SY0807,නියමය,පනත
SY0808,ආධාරය,සහාය
SY0809,උත්සාහය,ව්‍යාපෘතිය
SY0810,ප්‍රතිපත්ති,මාර්ගෝපදේශ
SY0811,අනුමානය,පරිකල්පනය
SY0812,ආකෘතිකරණය,නිර්මාණය
SY0813,පර්යේෂණය,අධ්‍යයනය
SY0814,පර්යේෂණය,විද්‍යාත්මක අධ්‍යයනය
SY0815,පර්යේෂණය,විමර්ශනය
SY0816,අධ්‍යයනය,අධ්‍යාපනය
SY0817,අධ්‍යයනය,පර්යේෂණය
SY0818,ඇගයීම,විශ්ලේෂණය
SY0819,ඇගයීම,විමර්ශනය
SY0820,අගය කිරීම,ඇගයීම
SY0821,නිගමනය,නිෂ්කර්ෂය
SY0822,නිගමනය,අවසාන තීරණය
SY0823,නිර්දේශය,යෝජනාව
SY0824,නිර්දේශය,උපදෙස්
SY0825,සාකච්ඡාව,සංවාදය
SY0826,සාකච්ඡාව,විවාදය
SY0827,විශ්ලේෂණය,විමර්ශනය
SY0828,විශ්ලේෂණය,විචාරය
SY0829,දත්ත,තොරතුරු
SY0830,දත්ත,විස්තර
SY0831,ප්‍රතිඵල,නිමාව
SY0832,ප්‍රතිඵල,අවසාන තත්ත්වය
SY0833,පරිකල්පනය,උපකල්පනය
SY0834,උපකල්පනය,සංකල්පය
SY0835,අරමුණ,ඉලක්කය
SY0836,අරමුණ,පරමාර්ථය
SY0837,උපදෙස්,අනුශාසනය
SY0838,උපදෙස්,මගපෙන්වීම
SY0839,ප්‍රවේශය,ක්‍රමවේදය
SY0840,ප්‍රවේශය,ක්‍රමය
SY0841,ක්‍රමවේදය,ක්‍රියාමාර්ගය
SY0842,පර්යේෂකයා,අධ්‍යයනකරුවා
SY0843,පර්යේෂකයා,විද්‍යාඥයා
SY0844,ආකෘතිය,මාදිලිය
SY0845,ආකෘතිය,සැලැස්ම
SY0846,වාර්තාව,ලේඛනය
SY0847,වාර්තාව,විස්තරය
SY0848,ආශ්‍රිතය,සම්බන්ධිතය
SY0849,අවධාරණය,අවධානය
SY0850,සාරාංශය,කෙටි විස්තරය
SY0851,හැඳින්වීම,පුරෝකථනය
SY0852,අදහස,සංකල්පය
SY0853,අදහස,මතය
SY0854,අර්ථදැක්වීම,විවරණය
SY0855,ඉදිරිපත් කිරීම,නිරූපණය
SY0856,ප්‍රකාශනය,නිෂ්පාදනය
SY0857,ප්‍රකාශනය,ප්‍රචාරය
SY0858,සංවාදය,විවාදය
SY0859,අදාලය,සම්බන්ධිතය
SY0860,අවශ්‍යතාවය,අවශ්‍යකම
SY0861,ආරම්භය,පටන්ගැන්ම
SY0862,සංග්‍රහය,එකතුව
SY0863,ඇතුළත් කිරීම,එකතු කිරීම
SY0864,ආශ්‍රය,සම්බන්ධතාවය
SY0865,තර්කය,සාධකය
SY0866,විචාරය,විශ්ලේෂණය
SY0867,විද්‍යාව,විද්‍යාත්මක දැනුම
SY0868,උදාහරණය,මූදර්ශනය
SY0869,විවරණය,විස්තරය
SY0870,අවධානය,යොමු කිරීම
SY0871,අභිප්‍රේරණය,ප්‍රේරණය
SY0872,ආකල්පය,අදහස
SY0873,නියමය,පනත
SY0874,ආධාරය,සහාය
SY0875,උත්සාහය,ව්‍යාපෘතිය
SY0876,ප්‍රතිපත්ති,මාර්ගෝපදේශ
SY0877,අනුමානය,පරිකල්පනය
SY0878,ආකෘතිකරණය,නිර්මාණය
SY0879,පර්යේෂණය,අධ්‍යයනය
SY0880,පර්යේෂණය,විද්‍යාත්මක අධ්‍යයනය
SY0881,පර්යේෂණය,විමර්ශනය
SY0882,අධ්‍යයනය,අධ්‍යාපනය
SY0883,අධ්‍යයනය,පර්යේෂණය
SY0884,ඇගයීම,විශ්ලේෂණය
SY0885,ඇගයීම,විමර්ශනය
SY0886,අගය කිරීම,ඇගයීම
SY0887,නිගමනය,නිෂ්කර්ෂය
SY0888,නිගමනය,අවසාන තීරණය
SY0889,නිර්දේශය,යෝජනාව
SY0890,නිර්දේශය,උපදෙස්
SY0891,සාකච්ඡාව,සංවාදය
SY0892,සාකච්ඡාව,විවාදය
SY0893,විශ්ලේෂණය,විමර්ශනය
SY0894,විශ්ලේෂණය,විචාරය
SY0895,දත්ත,තොරතුරු
SY0896,දත්ත,විස්තර
SY0897,ප්‍රතිඵල,නිමාව
SY0898,ප්‍රතිඵල,අවසාන තත්ත්වය
SY0899,පරිකල්පනය,උපකල්පනය
SY0900,උපකල්පනය,සංකල්පය
SY0901,අරමුණ,ඉලක්කය
SY0902,අරමුණ,පරමාර්ථය
SY0903,උපදෙස්,අනුශාසනය
SY0904,උපදෙස්,මගපෙන්වීම
SY0905,ප්‍රවේශය,ක්‍රමවේදය
SY0906,ප්‍රවේශය,ක්‍රමය
SY0907,ක්‍රමවේදය,ක්‍රියාමාර්ගය
SY0908,පර්යේෂකයා,අධ්‍යයනකරුවා
SY0909,පර්යේෂකයා,විද්‍යාඥයා
SY0910,ආකෘතිය,මාදිලිය
SY0911,ආකෘතිය,සැලැස්ම
SY0912,වාර්තාව,ලේඛනය
SY0913,වාර්තාව,විස්තරය
SY0914,ආශ්‍රිතය,සම්බන්ධිතය
SY0915,අවධාරණය,අවධානය
SY0916,සාරාංශය,කෙටි විස්තරය
SY0917,හැඳින්වීම,පුරෝකථනය
SY0918,අදහස,සංකල්පය
SY0919,අදහස,මතය
SY0920,අර්ථදැක්වීම,විවරණය
SY0921,ඉදිරිපත් කිරීම,නිරූපණය
SY0922,ප්‍රකාශනය,නිෂ්පාදනය
SY0923,ප්‍රකාශනය,ප්‍රචාරය
SY0924,සංවාදය,විවාදය
SY0925,අදාලය,සම්බන්ධිතය
SY0926,අවශ්‍යතාවය,අවශ්‍යකම
SY0927,ආරම්භය,පටන්ගැන්ම
SY0928,සංග්‍රහය,එකතුව
SY0929,ඇතුළත් කිරීම,එකතු කිරීම
SY0930,ආශ්‍රය,සම්බන්ධතාවය
SY0931,තර්කය,සාධකය
SY0932,විචාරය,විශ්ලේෂණය
SY0933,විද්‍යාව,විද්‍යාත්මක දැනුම
SY0934,උදාහරණය,මූදර්ශනය
SY0935,විවරණය,විස්තරය
SY0936,අවධානය,යොමු කිරීම
SY0937,අභිප්‍රේරණය,ප්‍රේරණය
SY0938,ආකල්පය,අදහස
SY0939,නියමය,පනත
SY0940,ආධාරය,සහාය
SY0941,උත්සාහය,ව්‍යාපෘතිය
SY0942,ප්‍රතිපත්ති,මාර්ගෝපදේශ
SY0943,අනුමානය,පරිකල්පනය
SY0944,ආකෘතිකරණය,නිර්මාණය
SY0945,පර්යේෂණය,අධ්‍යයනය
SY0946,පර්යේෂණය,විද්‍යාත්මක අධ්‍යයනය
SY0947,පර්යේෂණය,විමර්ශනය
SY0948,අධ්‍යයනය,අධ්‍යාපනය
SY0949,අධ්‍යයනය,පර්යේෂණය
SY0950,ඇගයීම,විශ්ලේෂණය
SY0951,ඇගයීම,විමර්ශනය
SY0952,අගය කිරීම,ඇගයීම
SY0953,නිගමනය,නිෂ්කර්ෂය
SY0954,නිගමනය,අවසාන තීරණය
SY0955,නිර්දේශය,යෝජනාව
SY0956,නිර්දේශය,උපදෙස්
SY0957,සාකච්ඡාව,සංවාදය
SY0958,සාකච්ඡාව,විවාදය
SY0959,විශ්ලේෂණය,විමර්ශනය
SY0960,විශ්ලේෂණය,විචාරය
SY0961,දත්ත,තොරතුරු
SY0962,දත්ත,විස්තර
SY0963,ප්‍රතිඵල,නිමාව
SY0964,ප්‍රතිඵල,අවසාන තත්ත්වය
SY0965,පරිකල්පනය,උපකල්පනය
SY0966,උපකල්පනය,සංකල්පය
SY0967,අරමුණ,ඉලක්කය
SY0968,අරමුණ,පරමාර්ථය
SY0969,උපදෙස්,අනුශාසනය
SY0970,උපදෙස්,මගපෙන්වීම
SY0971,ප්‍රවේශය,ක්‍රමවේදය
SY0972,ප්‍රවේශය,ක්‍රමය
SY0973,ක්‍රමවේදය,ක්‍රියාමාර්ගය
SY0974,පර්යේෂකයා,අධ්‍යයනකරුවා
SY0975,පර්යේෂකයා,විද්‍යාඥයා
SY0976,ආකෘතිය,මාදිලිය
SY0977,ආකෘතිය,සැලැස්ම
SY0978,වාර්තාව,ලේඛනය
SY0979,වාර්තාව,විස්තරය
SY0980,ආශ්‍රිතය,සම්බන්ධිතය
SY0981,අවධාරණය,අවධානය
SY0982,සාරාංශය,කෙටි විස්තරය
SY0983,හැඳින්වීම,පුරෝකථනය
SY0984,අදහස,සංකල්පය
SY0985,අදහස,මතය
SY0986,අර්ථදැක්වීම,විවරණය
SY0987,ඉදිරිපත් කිරීම,නිරූපණය
SY0988,ප්‍රකාශනය,නිෂ්පාදනය
SY0989,ප්‍රකාශනය,ප්‍රචාරය
SY0990,සංවාදය,විවාදය
SY0991,අදාලය,සම්බන්ධිතය
SY0992,අවශ්‍යතාවය,අවශ්‍යකම
SY0993,ආරම්භය,පටන්ගැන්ම
SY0994,සංග්‍රහය,එකතුව
SY0995,ඇතුළත් කිරීම,එකතු කිරීම
SY0996,ආශ්‍රය,සම්බන්ධතාවය
SY0997,තර්කය,සාධකය
SY0998,විචාරය,විශ්ලේෂණය
SY0999,විද්‍යාව,විද්‍යාත්මක දැනුම
SY1000,උදාහරණය,මූදර්ශනය
SY1001,විවරණය,විස්තරය
SY1002,අවධානය,යොමු කිරීම
SY1003,අභිප්‍රේරණය,ප්‍රේරණය
SY1004,ආකල්පය,අදහස
SY1005,නියමය,පනත
SY1006,ආධාරය,සහාය
SY1007,උත්සාහය,ව්‍යාපෘතිය
SY1008,ප්‍රතිපත්ති,මාර්ගෝපදේශ
SY1009,අනුමානය,පරිකල්පනය
SY1010,ආකෘතිකරණය,නිර්මාණය
SY1011,පර්යේෂණය,අධ්‍යයනය
SY1012,පර්යේෂණය,විද්‍යාත්මක අධ්‍යයනය
SY1013,පර්යේෂණය,විමර්ශනය
SY1014,අධ්‍යයනය,අධ්‍යාපනය
SY1015,අධ්‍යයනය,පර්යේෂණය
SY1016,ඇගයීම,විශ්ලේෂණය
SY1017,ඇගයීම,විමර්ශනය
SY1018,අගය කිරීම,ඇගයීම
SY1019,නිගමනය,නිෂ්කර්ෂය
SY1020,නිගමනය,අවසාන තීරණය
SY1021,නිර්දේශය,යෝජනාව
SY1022,නිර්දේශය,උපදෙස්
SY1023,සාකච්ඡාව,සංවාදය
SY1024,සාකච්ඡාව,විවාදය
SY1025,විශ්ලේෂණය,විමර්ශනය
SY1026,විශ්ලේෂණය,විචාරය
SY1027,දත්ත,තොරතුරු
SY1028,දත්ත,විස්තර
SY1029,ප්‍රතිඵල,නිමාව
SY1030,ප්‍රතිඵල,අවසාන තත්ත්වය
SY1031,පරිකල්පනය,උපකල්පනය
SY1032,උපකල්පනය,සංකල්පය
SY1033,අරමුණ,ඉලක්කය
SY1034,අරමුණ,පරමාර්ථය
SY1035,උපදෙස්,අනුශාසනය
SY1036,උපදෙස්,මගපෙන්වීම
SY1037,ප්‍රවේශය,ක්‍රමවේදය
SY1038,ප්‍රවේශය,ක්‍රමය
SY1039,ක්‍රමවේදය,ක්‍රියාමාර්ගය
SY1040,පර්යේෂකයා,අධ්‍යයනකරුවා
SY1041,පර්යේෂකයා,විද්‍යාඥයා
SY1042,ආකෘතිය,මාදිලිය
SY1043,ආකෘතිය,සැලැස්ම
SY1044,වාර්තාව,ලේඛනය
SY1045,වාර්තාව,විස්තරය
SY1046,ආශ්‍රිතය,සම්බන්ධිතය
SY1047,අවධාරණය,අවධානය
SY1048,සාරාංශය,කෙටි විස්තරය
SY1049,හැඳින්වීම,පුරෝකථනය
SY1050,අදහස,සංකල්පය
SY1051,අදහස,මතය
SY1052,අර්ථදැක්වීම,විවරණය
SY1053,ඉදිරිපත් කිරීම,නිරූපණය
SY1054,ප්‍රකාශනය,නිෂ්පාදනය
SY1055,ප්‍රකාශනය,ප්‍රචාරය
SY1056,සංවාදය,විවාදය
SY1057,අදාලය,සම්බන්ධිතය
SY1058,අවශ්‍යතාවය,අවශ්‍යකම
SY1059,ආරම්භය,පටන්ගැන්ම
SY1060,සංග්‍රහය,එකතුව
SY1061,ඇතුළත් කිරීම,එකතු කිරීම
SY1062,ආශ්‍රය,සම්බන්ධතාවය
SY1063,තර්කය,සාධකය
SY1064,විචාරය,විශ්ලේෂණය
SY1065,විද්‍යාව,විද්‍යාත්මක දැනුම
SY1066,උදාහරණය,මූදර්ශනය
SY1067,විවරණය,විස්තරය
SY1068,අවධානය,යොමු කිරීම
SY1069,අභිප්‍රේරණය,ප්‍රේරණය
SY1070,ආකල්පය,අදහස
SY1071,නියමය,පනත
SY1072,ආධාරය,සහාය
SY1073,උත්සාහය,ව්‍යාපෘතිය
SY1074,ප්‍රතිපත්ති,මාර්ගෝපදේශ
SY1075,අනුමානය,පරිකල්පනය
SY1076,ආකෘතිකරණය,නිර්මාණය
SY1077,පර්යේෂණය,අධ්‍යයනය
SY1078,පර්යේෂණය,විද්‍යාත්මක අධ්‍යයනය
SY1079,පර්යේෂණය,විමර්ශනය
SY1080,අධ්‍යයනය,අධ්‍යාපනය
SY1081,අධ්‍යයනය,පර්යේෂණය
SY1082,ඇගයීම,විශ්ලේෂණය
SY1083,ඇගයීම,විමර්ශනය
SY1084,අගය කිරීම,ඇගයීම
SY1085,නිගමනය,නිෂ්කර්ෂය
SY1086,නිගමනය,අවසාන තීරණය